sep=;
Vuelta;Insertion;Selection;Merge;Quick
69;0.021263883;0.025377099;5.64316E-4;5.52878E-4
70;0.015593879;0.024726991;5.59637E-4;4.94963E-4
71;0.015152361;0.025415118;5.62354E-4;5.16289E-4
72;0.015630601;0.025928311;5.87346E-4;5.37716E-4
73;0.016176712;0.021918775;5.10553E-4;4.60154E-4
74;0.014432512;0.02213728;5.07732E-4;4.65434E-4
75;0.015247638;0.022245598;4.93996E-4;4.61265E-4
76;0.015068667;0.025162541;5.55356E-4;5.11661E-4
77;0.014910901;0.023075625;5.66135E-4;5.23967E-4
78;0.015728412;0.025266425;5.71698E-4;5.14218E-4
79;0.015667691;0.022959306;5.22924E-4;4.77528E-4
80;0.016648204;0.02424073;5.66143E-4;5.53657E-4
81;0.015655926;0.025444649;5.67097E-4;5.06935E-4
82;0.016064817;0.024315707;5.64243E-4;5.06091E-4
83;0.014558103;0.024151523;6.92905E-4;9.39233E-4
84;0.015694177;0.024188261;5.54728E-4;5.11643E-4
85;0.015021997;0.022789088;5.06645E-4;4.59965E-4
86;0.014966515;0.025557695;5.74953E-4;5.05679E-4
87;0.016711308;0.022500223;5.13317E-4;4.68643E-4
88;0.014915943;0.022439174;4.86033E-4;4.46347E-4
89;0.014847464;0.022884921;5.39526E-4;4.92124E-4
90;0.013818312;0.022178225;4.87327E-4;4.4016E-4
91;0.015112813;0.024761651;5.50435E-4;5.00871E-4
92;0.026019059;0.028202463;6.4484E-4;6.11498E-4
93;0.021579457;0.027502416;6.12471E-4;5.25213E-4
94;0.015643879;0.023799428;5.75444E-4;5.01133E-4
95;0.014609498;0.025400047;5.57396E-4;5.1888E-4
96;0.016259442;0.023753576;5.54263E-4;5.04369E-4
97;0.014486212;0.023054961;5.90885E-4;5.17619E-4
98;0.016566705;0.024351361;5.83026E-4;5.14456E-4
99;0.016658192;0.023709045;5.57492E-4;4.72524E-4
100;0.016395681;0.023923149;5.49366E-4;4.83925E-4
