sep=;
instancia;artista;t_lineal;t_binaria
1;Artista_0;0.001043291;0.0
1;Artista_10;0.0015993997999999999;1.82772E-5
1;Artista_20;0.0021879801999999996;3.07124E-5
1;Artista_30;0.0027404376;4.320319999999999E-5
1;Artista_39;0.0033298451999999997;5.40198E-5
2;Artista_0;0.0024512898;0.0
2;Artista_10;0.0030147864000000003;1.2679799999999998E-5
2;Artista_20;0.003572273;2.50962E-5
2;Artista_30;0.004125895;3.6173E-5
2;Artista_39;0.004685315000000001;4.80044E-5
3;Artista_0;9.494224E-4;0.0
3;Artista_10;0.0015098274000000002;1.2526E-5
3;Artista_20;0.0020726938;2.3664200000000003E-5
3;Artista_30;0.0026346896;3.47304E-5
3;Artista_39;0.0031836334;4.7357E-5
4;Artista_0;9.653846000000001E-4;0.0
4;Artista_10;0.0015226736000000002;1.10388E-5
4;Artista_20;0.0020701624;2.33916E-5
4;Artista_30;0.0026315742000000003;3.9128600000000003E-5
4;Artista_39;0.0031791122000000005;5.1500000000000005E-5
5;Artista_0;9.273304E-4;0.0
5;Artista_10;0.0014828755999999998;1.0848199999999999E-5
5;Artista_20;0.0020498509999999997;2.32266E-5
5;Artista_30;0.0026055589999999995;3.5611399999999996E-5
5;Artista_39;0.0031613247999999995;4.79598E-5
6;Artista_0;9.291788000000001E-4;0.0
6;Artista_10;0.0014763848;1.1008999999999999E-5
6;Artista_20;0.0020234370000000003;2.33628E-5
6;Artista_30;0.00258403;3.57494E-5
6;Artista_39;0.0031314940000000007;4.8185799999999995E-5
7;Artista_0;9.70883E-4;0.0
7;Artista_10;0.0015173494;1.2380799999999998E-5
7;Artista_20;0.0020636288;2.47524E-5
7;Artista_30;0.002617533;3.70142E-5
7;Artista_39;0.0031641679999999998;4.93678E-5
8;Artista_0;9.26711E-4;0.0
8;Artista_10;0.0014744598;1.2347200000000001E-5
8;Artista_20;0.0020219434;2.4695E-5
8;Artista_30;0.0025694568;3.56936E-5
8;Artista_39;0.0031173896;4.8044400000000004E-5
9;Artista_0;9.395394E-4;0.0
9;Artista_10;0.0014865362;1.10102E-5
9;Artista_20;0.0020368628;2.33622E-5
9;Artista_30;0.0025840556000000002;3.48302E-5
9;Artista_39;0.0031375505999999996;4.7256199999999997E-5
10;Artista_0;9.008698E-4;0.0
10;Artista_10;0.0014483568;1.2368599999999999E-5
